schoolLocation,schoolName,schoolType,schoolLevel,gradeRange
Cobourg,St. Mary Catholic Secondary School,Catholic,Secondary,9-12
Cobourg,St. Michael Catholic Elementary School,Catholic,Elementary,JK-8
Courtice,St. Mother Teresa Catholic Elementary School,Catholic,Elementary,JK-8
Peterborough,St. Patrick Catholic Elementary School,Catholic,Elementary,JK-8
Norwood,St. Paul Catholic Elementary School,Catholic,Elementary,JK-8
Lakefield,St. Paul Catholic Elementary School,Catholic,Elementary,JK-8
Peterborough,St. Paul Catholic Elementary School,Catholic,Elementary,JK-8
Peterborough,St. Peter Catholic Secondary School,Catholic,Secondary,9-12
Bowmanville,St. Stephen Catholic Secondary School,Catholic,Secondary,9-12
Peterborough,St. Teresa Catholic Elementary School,Catholic,Elementary,JK-8
Lindsay,St. Thomas Aquinas Catholic Secondary School,Catholic,Secondary,9-12
Espanola,A B Ellis Public School,Public,Elementary,JK-8
Sudbury,Adamsdale Public School,Public,Elementary,JK-6
Sudbury,Alexander Public School,Public,Elementary,JK-8
Sudbury,Algonquin Road Public School,Public,Elementary,JK-8
Sudbury,Alternative Program Elementary School,Public,Elementary,JK-8
Manitowaning,Assiginack Public School,Public,Elementary,JK-8
Capreol,C R Judd Public School,Public,Elementary,JK-8
Sudbury,Carl A Nesbitt Public School,Public,Elementary,JK-8
Mindemoya,Central Manitoulin Public School,Public,Elementary,JK-8
Gore Bay,Charles C McLean Public School,Public,Elementary,JK-8
Chelmsford,Chelmsford Public School,Public,Elementary,JK-8
Chelmsford,Chelmsford Valley District Composite School,Public,Secondary,9-12
Chelmsford,Chelmsford Valley District Elementary School,Public,Elementary,K-8
Sudbury,Churchill Public School,Public,Elementary,JK-8
Val Caron,Confederation Elementary School,Public,Elementary,7-8
Val Caron,Confederation Secondary School,Public,Secondary,9-12
Copper Cliff,Copper Cliff Public School,Public,Elementary,JK-8
Sudbury,Cyril Varney Public School,Public,Elementary,JK-6
Sudbury,Ernie Checkeris Public School,Public,Elementary,JK-6
Espanola,Espanola High School,Public,Secondary,9-12
Sudbury,Jean Hanson Public School,Public,Elementary,JK-8
Sudbury,Lansdowne Public School,Public,Elementary,JK-8
Dowling,Larchwood Public School,Public,Elementary,JK-8
Sudbury,Lasalle Elementary,Public,Elementary,7-8
Sudbury,Lasalle Secondary School,Public,Secondary,9-12
Levack,Levack Public School,Public,Elementary,JK-8
Little Current,Little Current Public School,Public,Elementary,JK-8
Lively,Lively District Elementary School,Public,Elementary,7-8
Lively,Lively District Secondary School,Public,Secondary,9-12
Sudbury,Lo-Ellen Park Elementary School,Public,Elementary,7-8
Sudbury,Lo-Ellen Park Secondary School,Public,Secondary,9-12
Sudbury,Lockerby Composite School,Public,Secondary,9-12
Sudbury,MacLeod Public School,Public,Elementary,JK-8
M'Chigeeng,Manitoulin Secondary School,Public,Secondary,9-12
Markstay,Markstay Public School,Public,Elementary,JK-8
Monetville,Monetville Public School,Public,Elementary,JK-8
Garson,Northeastern Elementary School,Public,Elementary,JK-8
Sudbury,Princess Anne Public School,Public,Elementary,JK-8
Sudbury,Queen Elizabeth II Public School,Public,Elementary,JK-6
Sudbury,R L Beattie Public School,Public,Elementary,JK-6
Whitefish,R. H. Murray Public School,Public,Elementary,JK-8
Hanmer,Redwood Acres Public School,Public,Elementary,JK-6
Massey,S Geiger Public School,Public,Elementary,JK-8
Sudbury,Sudbury Secondary School,Public,Secondary,9-12
Val Caron,Valley View Public School,Public,Elementary,JK-8
Greater Sudbury,Walden Public School,Public,Elementary,JK-6
Sudbury,Westmount Avenue Public School,Public,Elementary,JK-5
Atikokan,Atikokan High School,Public,Secondary,9-12
Atikokan,Atikokan High School Elementary,Public,Elementary,7-8
Devlin,Crossroads Elementary Public School,Public,Elementary,JK-8
Emo,Donald Young Public School,Public,Elementary,JK-8
Fort Frances,Fort Frances High Intermediate,Public,Elementary,7-8
Fort Frances,Fort Frances High School,Public,Secondary,9-12
Fort Frances,J W Walker Public School,Public,Elementary,JK-6
Sleeman,McCrosson-Tovell Public School,Public,Elementary,JK-8
Mine Centre,Mine Centre Public School,Public,Elementary,JK-8
Nestor Falls,Nestor Falls Public School,Public,Elementary,JK-8
Atikokan,North Star Community School,Public,Elementary,JK-6
Rainy River,Rainy River High School,Public,Secondary,9-12
Rainy River,Riverview Elementary School,Public,Elementary,JK-8
Fort Frances,Robert Moore Public School,Public,Elementary,JK-8
Barwick,Sturgeon Creek School,Public,Elementary,JK-8
Pembroke,Bishop Smith Catholic High School,Catholic,Secondary,9-12
Pembroke,Bishop Smith Separate School,Catholic,Elementary,7-8
Pembroke,Cathedral Catholic School,Catholic,Elementary,JK-8
Combermere,George Vanier Separate School,Catholic,Elementary,JK-8
Pembroke,Holy Name Separate School,Catholic,Elementary,JK-8
Renfrew,Our Lady of Fatima Separate School,Catholic,Elementary,JK-8
Westmeath,Our Lady of Grace Separate School,Catholic,Elementary,JK-8
Pembroke,Our Lady of Lourdes Separate School,Catholic,Elementary,JK-8
Petawawa,Our Lady of Sorrows Separate School,Catholic,Elementary,JK-8
Killaloe,St Andrew's Separate School,Catholic,Elementary,JK-8
Chalk River,St Anthony's Separate School,Catholic,Elementary,JK-8
Petawawa,St Francis of Assisi Catholic School,Catholic,Elementary,JK-8
Eganville,St James Separate School,Catholic,Elementary,JK-8
Barry's Bay,St John Bosco Separate School,Catholic,Elementary,JK-8
Renfrew,St Joseph's High School,Catholic,Secondary,9-12
Arnprior,St Joseph's Separate School,Catholic,Elementary,JK-8
Calabogie,St Joseph's Separate School,Catholic,Elementary,JK-8
Deep River,St Mary's Our Lady of Good Counsel Separate School,Catholic,Elementary,JK-8
Douglas,St Michael's Separate School,Catholic,Elementary,JK-8
Renfrew,St Thomas the Apostle Separate School,Catholic,Elementary,JK-8
Arnprior,St. John XXIII Separate School,Catholic,Elementary,JK-6
Renfrew,St. Joseph's Separate School,Catholic,Elementary,7-8
Arnprior,A J Charbonneau Elementary Public School,Public,Elementary,JK-8
Renfrew,Admaston Township Public School,Public,Elementary,JK-6
Arnprior,Arnprior District High School,Public,Secondary,9-12
Beachburg,Beachburg Public School,Public,Elementary,JK-8
Renfrew,Central Public School,Public,Elementary,JK-6
Pembroke,Champlain Discovery Public School,Public,Elementary,JK-8
Cobden,Cobden District Public School,Public,Elementary,JK-8
Eganville,Eganville & District Public School,Public,Elementary,JK-8
Pembroke,Fellowes High School,Public,Secondary,9-12
Petawawa,Herman Street Public School,Public,Elementary,JK-8
Pembroke,Highview Public School,Public,Elementary,JK-8
Killaloe,Killaloe Public School,Public,Elementary,JK-8
Deep River,Mackenzie Community School - Elementary School,Public,Elementary,JK-8
Deep River,Mackenzie Community School - Secondary School,Public,Secondary,9-12
Barry's Bay,Madawaska Valley District High School,Public,Secondary,9-12
Arnprior,McNab Public School,Public,Elementary,JK-8
Douglas,Opeongo High School,Public,Secondary,9-12
Palmer Rapids,Palmer Rapids Public School,Public,Elementary,JK-8
Pembroke,Pine View Public School,Public,Elementary,JK-8
Renfrew,Queen Elizabeth Public School,Public,Elementary,JK-6
Renfrew,Renfrew Collegiate Institute,Public,Secondary,9-12
Renfrew,Renfrew Collegiate Intermediate School,Public,Elementary,7-8
Pembroke,Renfrew County Adult Day School,Public,Secondary,9-12
Pembroke,Rockwood Public School,Public,Elementary,JK-8
Barry's Bay,Sherwood Public School,Public,Elementary,JK-8
Petawawa,Valour JK to 12 School - Elementary School,Public,Elementary,JK-8
Petawawa,Valour JK to 12 School - Secondary School,Public,Secondary,9-12
Arnprior,Walter Zadow Public School,Public,Elementary,JK-8
Whitney,Whitney Public School,Public,Elementary,JK-8
Loretto,Adjala Central Public School,Public,Elementary,JK-8
Collingwood,Admiral Collingwood Elementary School,Public,Elementary,JK-8
Innisfil,Alcona Glen Elementary School,Public,Elementary,JK-8
Barrie,Algonquin Ridge Elementary School,Public,Elementary,JK-8
Barrie,Allandale Heights Public School,Public,Elementary,JK-8
Alliston,Alliston Union Public School,Public,Elementary,JK-8
Barrie,Andrew Hunter Elementary School,Public,Elementary,JK-8
Angus,Angus Morrison Elementary School,Public,Elementary,JK-8
Barrie,Ardagh Bluffs Public School,Public,Elementary,JK-8
Barrie,Assikinack Public School,Public,Elementary,JK-8
Alliston,Banting Memorial District High School,Public,Secondary,9-12
Barrie,Barrie North Collegiate Institute,Public,Secondary,9-12
Egbert,Baxter Central Public School,Public,Elementary,JK-8
Midland,Bayview Public School,Public,Elementary,JK-8
Barrie,Bear Creek Secondary School,Public,Secondary,9-12
Wasaga Beach,Birchview Dunes Elementary School,Public,Elementary,JK-8
Alliston,Boyne River Public School,Public,Elementary,JK-8
Bradford,Bradford District High School,Public,Secondary,9-12
Brechin,Brechin Public School,Public,Elementary,JK-8
Stayner,Byng Public School,Public,Elementary,JK-6
Collingwood,Cameron Street Public School,Public,Elementary,JK-8
Bradford,Chris Hadfield Public School,Public,Elementary,JK-8
Stayner,Clearview Meadows Elementary School,Public,Elementary,JK-6
Barrie,Codrington Public School,Public,Elementary,JK-8
Coldwater,Coldwater Public School,Public,Elementary,JK-8
Collingwood,Collingwood Collegiate Institute,Public,Secondary,9-12
Collingwood,Connaught Public School,Public,Elementary,JK-8
Cookstown,Cookstown Central Public School,Public,Elementary,JK-8
ORILLIA,Couchiching Heights Public School,Public,Elementary,JK-8
Barrie,Cundles Heights Public School,Public,Elementary,JK-8
Hawkestone,East Oro Public School,Public,Elementary,JK-8
Barrie,Eastview Secondary School,Public,Secondary,9-12
Elmvale,Elmvale District High School,Public,Secondary,9-12
Elmvale,Elmvale District High School 7-8,Public,Elementary,7-8
Barrie,Emma King Elementary School,Public,Elementary,JK-8
Alliston,Ernest Cumberland Elementary School,Public,Elementary,JK-8
Barrie,Ferndale Woods Elementary School,Public,Elementary,JK-8
Bradford,Fieldcrest Elementary School,Public,Elementary,JK-8
Midhurst,Forest Hill Public School,Public,Elementary,JK-8
Bradford,Fred C Cook Public School,Public,Elementary,JK-8
Midland,Georgian Bay District Secondary School,Public,Secondary,9-12
Innisfil,Goodfellow Public School,Public,Elementary,JK-8
Oro-Medonte,Guthrie Public School,Public,Elementary,JK-8
Orillia,Harriett Todd Public School,Public,Elementary,JK-8
Barrie,Hewitt's Creek Public School,Public,Elementary,JK-8
Barrie,Hillcrest Public School,Public,Elementary,JK-8
Hillsdale,Hillsdale Elementary School,Public,Elementary,JK-8
Barrie,Holly Meadows Elementary School,Public,Elementary,JK-8
Bradford,Hon Earl Rowe Public School,Public,Elementary,JK-8
Midland,Huron Park Public School,Public,Elementary,JK-8
Elmvale,Huronia Centennial Public School,Public,Elementary,JK-8
Barrie,Hyde Park Public School,Public,Elementary,JK-8
Barrie,Innisdale Secondary School,Public,Secondary,9-12
Lefroy,Innisfil Central Public School,Public,Elementary,JK-8
Penetanguishene,James Keating Public School,Public,Elementary,JK-8
Barrie,Johnson Street Public School,Public,Elementary,JK-8
Lefroy,Killarney Beach Public School,Public,Elementary,JK-8
Innisfil,Lake Simcoe Public School,Public,Elementary,JK-8
ORILLIA,Lions Oval Public School,Public,Elementary,JK-8
Barrie,Maple Grove Public School,Public,Elementary,JK-8
Barrie,Mapleview Heights Elementary School,Public,Elementary,JK-8
ORILLIA,Marchmont Public School,Public,Elementary,JK-8
Minesing,Minesing Central Public School,Public,Elementary,JK-8
Collingwood,Mountain View Public School,Public,Elementary,JK-8
MIDLAND,Mundy's Bay Elementary Public School,Public,Elementary,JK-8
Innisfil,Nantyr Shores Secondary School,Public,Secondary,9-12
New Lowell,New Lowell Central Public School,Public,Elementary,JK-8
Collingwood,Nottawa Elementary School,Public,Elementary,JK-8
Angus,Nottawasaga Pines Secondary School,Public,Secondary,9-12
Creemore,Nottawasaga and Creemore Public School,Public,Elementary,JK-8
Barrie,Oakley Park Public School,Public,Elementary,JK-8
Orillia,Orchard Park Elementary School,Public,Elementary,JK-8
Orillia,Orillia Secondary School,Public,Secondary,9-12
Angus,Pine River Elementary School,Public,Elementary,JK-8
Barrie,Portage View Public School,Public,Elementary,JK-8
Washago,Rama Central Public School,Public,Elementary,JK-8
Orillia,Regent Park Public School,Public,Elementary,JK-8
Orillia,Severn Shores Public School,Public,Elementary,JK-8
Shanty Bay,Shanty Bay Public School,Public,Elementary,JK-8
Bradford,Sir William Osler Public School,Public,Elementary,JK-8
Stayner,Stayner Collegiate Institute,Public,Secondary,9-12
Stayner,Stayner Collegiate Institute 7-8,Public,Elementary,7-8
Barrie,Steele Street Public School,Public,Elementary,JK-8
Stroud,Sunnybrae Public School,Public,Elementary,JK-8
Victoria Harbour,Tay Shores Public School,Public,Elementary,JK-8
Beeton,Tecumseth Beeton Elementary School,Public,Elementary,JK-8
TOTTENHAM,Tecumseth South Central Public School,Public,Elementary,JK-8
BARRIE,Terry Fox Elementary School,Public,Elementary,JK-8
Everett,Tosorontio Central Public School,Public,Elementary,JK-8
Tottenham,Tottenham Public School,Public,Elementary,JK-8
Barrie,Trillium Woods Elementary Public School,Public,Elementary,JK-8
Orillia,Twin Lakes Secondary School,Public,Secondary,9-12
Ramara,Uptergrove Public School,Public,Elementary,JK-8
Barrie,W. C. Little Elementary School,Public,Elementary,JK-8
Bradford,W. H. Day Elementary School,Public,Elementary,JK-8
SHANTY BAY,W. R. Best Memorial Public School,Public,Elementary,JK-8
Warminster,Warminster Elementary School,Public,Elementary,JK-8
Barrie,Warnica Public School,Public,Elementary,JK-8
Barrie,West Bayfield Elementary School,Public,Elementary,JK-8
Barrie,Willow Landing Elementary School,Public,Elementary,JK-8
Wasaga Beach,Worsley Elementary School,Public,Elementary,JK-8
Wyevale,Wyevale Central Public School,Public,Elementary,JK-8
Penetanguishene,Canadian Martyrs Catholic School,Catholic,Elementary,JK-8
Tottenham,Father F X O'Reilly School,Catholic,Elementary,JK-8
Brechin,Foley Catholic School,Catholic,Elementary,JK-8
Innisfil,Holy Cross Catholic School,Catholic,Elementary,JK-8
Alliston,Holy Family School,Catholic,Elementary,JK-8
Bradford,Holy Trinity Catholic High School,Catholic,Secondary,9-12
Midland,Monsignor Castex Separate School,Catholic,Elementary,JK-8
Barrie,Monsignor Clair Separate School,Catholic,Elementary,JK-8
Beeton,Monsignor J E Ronan Catholic School,Catholic,Elementary,JK-8
Orillia,Monsignor Lee Separate School,Catholic,Elementary,JK-8
Bracebridge,Monsignor Michael O'Leary School,Catholic,Elementary,JK-8
Orillia,Notre Dame Catholic School,Catholic,Elementary,JK-8
Angus,Our Lady of Grace School,Catholic,Elementary,JK-8
Elmvale,Our Lady of Lourdes Separate School,Catholic,Elementary,JK-8
Collingwood,Our Lady of the Bay Catholic High School,Catholic,Secondary,9-12
Orillia,Patrick Fogarty Catholic Secondary School,Catholic,Secondary,9-12
Midland,Sacred Heart School,Catholic,Elementary,JK-8
Barrie,Saint Gabriel the Archangel Catholic School,Catholic,Elementary,JK-8
Huntsville,Saint Mary's School,Catholic,Elementary,JK-8
Barrie,Sister Catherine Donnelly Catholic School,Catholic,Elementary,JK-8
Bradford,St Angela Merici Catholic Elementary School,Catholic,Elementary,JK-8
Penetanguishene,St Ann's Separate School,Catholic,Elementary,JK-8
Victoria Harbour,St Antoine Daniel Catholic School,Catholic,Elementary,JK-8
Barrie,St Bernadette Elementary School,Catholic,Elementary,JK-8
Orillia,St Bernard's Separate School,Catholic,Elementary,JK-8
Barrie,St Catherine of Siena School,Catholic,Elementary,JK-8
Bradford,St Charles School,Catholic,Elementary,JK-8
Bracebridge,St Dominic Catholic Secondary School,Catholic,Secondary,9-12
Innisfil,St Francis of Assisi Elementary School,Catholic,Elementary,JK-8
Tottenham,St James Separate School,Catholic,Elementary,JK-8
Bradford,St Jean de Brebeuf Separate School,Catholic,Elementary,JK-8
Barrie,St Joan of Arc High School,Catholic,Secondary,9-12
Barrie,St John Vianney Separate School,Catholic,Elementary,JK-8
Barrie,St Joseph's Separate School,Catholic,Secondary,9-12
Barrie,St Marguerite d'Youville Elementary School,Catholic,Elementary,JK-8
Barrie,St Marys - Barrie Separate School,Catholic,Elementary,JK-8
Collingwood,St Marys - Collingwood Separate School,Catholic,Elementary,JK-8
Barrie,St Michael the Archangel Catholic Elementary School,Catholic,Elementary,JK-8
Barrie,St Monicas Separate School,Catholic,Elementary,JK-8
Barrie,St Nicholas School,Catholic,Elementary,JK-8
Wasaga Beach,St Noel Chabanel Catholic Elementary School,Catholic,Elementary,JK-8
Alliston,St Paul's Separate School,Catholic,Elementary,JK-8
Parry Sound,St Peter the Apostle School,Catholic,Elementary,JK-8
